,uuid,amplitude_distance,phase_distance,sum_ap_distance,processes_status
0,770a433d-0480-4cee-bf12-ce066c24db55,1.07961002527149,0.4074514227631183,1.4870614480346083,success
1,fed3ab35-04e9-4916-8527-8627191a3bdc,0.4741131494896274,0.17753993414005936,0.6516530836296868,success
2,4ab46dcc-3395-4e7b-bb87-52e805e12abb,0.9794128218435959,0.5400223793633144,1.5194352012069103,success
3,23850c30-c572-41ad-abf0-7e1bd4fa7397,,,,failed
4,96ef6012-d812-4975-8b77-8ed7e78669fb,1.0032744598458416,0.5202165008189303,1.523490960664772,success
5,d03dab18-5712-44f7-9334-14047212632e,,,,failed
6,a180d359-a229-4b3e-a615-2991fd549f42,1.0351569268708647,0.5155803811383333,1.550737308009198,success
7,ef17f542-90a3-44a8-a6b8-acb920953fab,0.8068979210506357,0.41879408075972024,1.2256920018103559,success
8,e0368e49-ecc3-4ebf-9a19-4e942c829517,1.028272954526955,0.5366588222952428,1.5649317768221978,success
9,4d5fd07b-987b-49df-b4ba-54d2a337d945,,,,failed
10,6b50a94f-b7f2-402e-a210-e89f507b8861,3.220880452160306,0.5422149519356111,3.763095404095917,success
11,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,,,,failed
12,0e6edb88-77c3-4984-a38d-198341bba9e1,0.9328133331440207,0.5720138724619775,1.5048272056059981,success
13,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,1.0756011250195852,0.40111621328086416,1.4767173383004493,success
14,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,0.9415244828427013,0.6538516876179494,1.5953761704606508,success
15,3584700a-8b01-4e59-a53a-1300fd3fac0a,0.9180219056999096,0.46781675039974246,1.385838656099652,success
16,fa1dfc55-e5e0-4514-a66a-e29a5351518a,10.310464383912686,0.6327287319939374,10.943193115906624,success
17,68831f53-4a51-4f12-b385-10c50c8fab46,1.091741202174454,0.541297482132687,1.633038684307141,success
18,4bec4e18-80bb-44d9-8508-cc464f14b287,0.7223245154313936,0.5676822781233972,1.2900067935547908,success
19,41414be7-3e27-4b4d-b70e-e31d54a733d3,,,,failed
20,81f8f6c2-0e42-4680-bc11-c0be02bfd641,1.0448240010040795,0.6158754737990079,1.6606994748030872,success
21,47d95862-b511-4a42-b8b1-961b605f26a3,0.8843202160974261,0.37716646480953375,1.2614866809069598,success
22,6abcfcc8-cf8d-4a5e-a92f-f3afd8023fbd,1.1605008105528878,0.5751905659380556,1.7356913764909434,success
23,89b8593e-8436-4dfb-8430-1367d273cbc2,0.8791593462867798,0.3572078623643369,1.2363672086511168,success
24,8559907a-1b27-4673-ae0e-602b83d86deb,1.3036533573267746,0.47339264526464037,1.777046002591415,success
25,fe8e4a28-cb6b-4396-adc3-a51f49838d54,,,,failed
26,b683d769-9cd7-454a-b546-4e86afe5e3f4,0.9828933770871573,0.4677854309969518,1.450678808084109,success
27,1c809d50-4605-4865-aa13-13649203ede8,1.2367581177064522,0.595571398855652,1.8323295165621043,success
28,f5e32498-0689-4e74-9a45-9c17edf776b9,1.0367347049715148,0.4534161829884121,1.4901508879599268,success
29,403cbac3-a2e0-44f0-aca4-9313b8775a4e,0.7856557749486369,0.5410933476044919,1.326749122553129,success
30,a6974af8-5b2d-431a-94df-d35c0be3ee54,1.094172911599814,0.5979680841446386,1.6921409957444526,success
31,289532b3-a4c8-4db7-93ff-9edc14d5d2c8,1.0306188603230082,0.4575875545264531,1.4882064148494614,success
32,1edc0740-a22f-4216-bd49-d80627b2fb63,1.0255342664788878,0.446720454555192,1.4722547210340797,success
33,1e52819b-5c95-48c2-8f70-d460a28eff49,1.0197499382027044,0.635687042069724,1.6554369802724285,success
34,0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,1.0216142393824825,0.48195758737569144,1.503571826758174,success
35,a9ad98c9-82d7-4c69-851e-56ddb16bd5f5,1.0171272662399005,0.5023581267177498,1.5194853929576504,success
36,48117328-d486-4f9f-96ab-b0034fe30cd5,0.958044590115025,0.4141078669361939,1.372152457051219,success
37,c2755e87-75e2-48c6-b27a-739971d1775c,1.039897309092386,0.43687386820509355,1.4767711772974796,success
38,fedab157-3d87-4f8b-b09b-590c966aa0ba,0.9201358226320381,0.48053818736885223,1.4006740100008903,success
39,f59733f7-c03c-4712-934e-fb6ea464b604,0.7914097735645889,0.493978820727685,1.2853885942922738,success
40,ecc20fb9-daca-4f65-97ce-f1329696f7ec,0.7458735752079448,0.4392792945681837,1.1851528697761284,success
41,3ae01d8c-6757-4aa4-8701-a4f231f6a81c,1.0374244627618112,0.43897362246664323,1.4763980852284544,success
42,48c60f84-a45b-4017-9430-12b3234fdc0e,4.063145197634385,0.5808176179157252,4.64396281555011,success
43,2a0a2e87-67a7-401a-943d-423159a4a939,1.0263263073571058,0.6156165097067532,1.641942817063859,success
44,43cd6089-f940-463f-bd40-a1f2bf168f67,1.0810386751410883,0.45255836910429886,1.5335970442453872,success
45,9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,0.9532858179615621,0.5846079269046948,1.5378937448662569,success
46,ff3ac045-3c39-4fb0-b2c9-bf69d7600548,,,,failed
47,5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,,,,failed
48,9aed2e5c-7127-46bd-8331-51407d127d8f,1.0010560915030922,0.4763733177574904,1.4774294092605826,success
49,5edc0763-1f2c-44f2-bf68-db785ae258b0,,2.580956827951785e-08,,success
50,320cdd85-691d-48fb-9eac-d27b2fc5e5f5,1.0010574822931613,0.40181608321335616,1.4028735655065174,success
51,bf04b495-3291-4508-a497-e6d96dc52362,0.9263692317260235,0.3928776585466825,1.319246890272706,success
52,649ddf37-37fe-4a30-896b-010286133a28,,,,failed
53,5175dc78-a900-486e-8b14-6b0441555fe2,1.2485551097099408,0.6254765743876618,1.8740316840976026,success
54,2a988138-57f5-40bf-851c-3df09f642f05,1.0414090728618373,0.43934703062296737,1.4807561034848047,success
55,9694a191-11f7-482c-bb4c-e119489126a4,0.8903773011702324,0.5784194466907401,1.4687967478609725,success
56,a9d67fc5-2e59-4f51-a904-9cac957c9e73,0.9669013452436219,0.37262830315770107,1.339529648401323,success
57,2027f32f-4921-4edd-95bb-849ab8220e8c,1.0309896445479456,0.557341514886739,1.5883311594346847,success
58,f5458994-6b3e-4176-9427-7cef2bb6c7d5,1.0138233120064113,0.4387767190186804,1.4526000310250917,success
59,5d67ff81-9548-4a2f-9496-5d3c3c25b3eb,1.5562603482152755,0.5534682174797168,2.1097285656949922,success
60,f4b66637-2c73-4d0b-83ba-3f7e3b3f3c06,0.869280146683679,0.4517919938571507,1.3210721405408297,success
61,56898b1b-5aed-4595-ade6-5b73d45a7808,1.1469538667673447,0.5616009528058565,1.7085548195732012,success
62,f2e85141-9985-49ff-a6bc-17e2ecbcdc8b,,,,failed
63,7c4bcab3-4ce3-4a28-92b1-4f8a04c76603,1.0884560189404893,0.42098324034216716,1.5094392592826564,success
64,38d80e08-5bd4-4e0e-9d11-a60d55148590,1.0045021635531135,0.4302608157394767,1.4347629792925902,success
65,8573b7f6-c239-4d33-aa19-58f59c7d0499,,,,failed
66,b702c675-432e-4034-b542-ef01ad2fd4ff,1.0406622824781306,0.4390726447952973,1.479734927273428,success
67,4b2d55e4-a4ec-419a-aade-a8645321f66a,1.0719778976718857,0.4562808414004675,1.5282587390723532,success
68,4b56c2d8-0a77-4566-b8fe-51e66454dd75,0.3511922567184415,0.19205425239695936,0.5432465091154008,success
69,89639692-ddbf-413e-a0c4-bf75456e2877,0.8494426401541149,0.4285407792132466,1.2779834193673616,success
70,c9f1b338-8d5c-491e-ac9c-cab3df47c1e5,0.8362563809557654,0.4775600287779232,1.3138164097336886,success
71,ba91b97c-6a58-431f-99ae-091ae1a16bc8,,,,failed
72,3a3f06cf-6324-44c0-9fbe-cbe35289073b,1.0471531995129353,0.435867753065074,1.4830209525780094,success
73,fe183495-7f7b-4949-bc1b-6c7d1ea634b7,1.0391185108869705,0.43726617715361066,1.476384688040581,success
74,22fc6d75-43ef-41aa-993b-b76a84f4c5af,0.6064074967831657,0.31921978754943725,0.925627284332603,success
75,a6ee3a08-02cd-4703-9d6c-3721dad590c8,0.342981506158032,0.16094169920161158,0.5039232053596436,success
76,3b660550-7e2e-4815-ba89-ac39039b2f38,0.9603442613258593,0.5547110381022339,1.5150552994280932,success
77,f180c1df-360c-45fe-9547-101530b6135a,,,,failed
78,eb5c038c-56ff-4457-93db-9b9702e3ff43,1.164438841060794,0.462953898301434,1.627392739362228,success
79,83d8158b-ea97-4925-af7c-8fa89acc9319,1.0225264765826363,0.47000279785869054,1.4925292744413268,success
80,130093e4-2947-4d37-b73a-ed4c23442ab8,0.6204485855834447,0.28385937627412683,0.9043079618575716,success
81,6411e428-3416-4aad-a246-f50fe8f3fb4b,0.7231989956645023,0.4429252629526453,1.1661242586171476,success
82,86a7ac96-49f1-4da4-b518-37e4ab31a099,,,,failed
83,e34d9838-8677-405f-b825-5068facac35e,1.0118093039540443,0.4223680128585613,1.4341773168126055,success
84,852b1fcf-ea63-4436-bd20-9ebf44baf999,0.5966519409207015,0.27853837971863143,0.875190320639333,success
85,a3f7d49b-cc77-4468-aae0-ad451027ddc0,1.0059682000703807,0.461690687512718,1.4676588875830987,success
86,8f7962c4-620f-42e2-812b-2b161525c034,1.0314683434726402,0.45105290135488035,1.4825212448275205,success
87,70246cb4-9be2-45b9-8704-bb3f4ea585c5,1.0444533467341035,0.5032890310536962,1.5477423777877997,success
88,ad3d2a7d-b678-43a0-b803-1cc079e32935,1.0400394607347128,0.4302682561852802,1.470307716919993,success
89,01cddefc-e6a6-41aa-9052-06286b12b8fe,0.41508626493877526,0.2039942293556249,0.6190804942944002,success
90,b8953350-d5ad-4c99-b929-ebfe8febd0df,1.3725629794670542,0.5810020615143124,1.9535650409813665,success
91,328c652f-9166-4c49-ad89-6445d14b89f3,1.4127186683497415,0.5706437392723448,1.9833624076220864,success
92,f69628da-ff56-4f3a-ba2e-816036b87557,1.072257063646166,0.4261815076542318,1.4984385713003978,success
93,96f2819c-ff4b-467a-a599-1d2a0c792f5f,1.0391822953948628,0.44755345108717903,1.4867357464820419,success
94,4ccc9a11-4c0b-48a4-848e-edcdd5c8da69,,,,failed
95,cb613f37-04cf-4232-aa8f-9a57445e5eee,0.9292515782255063,0.433960030454588,1.3632116086800943,success
96,759bc1ef-f128-4db0-afec-489804bd5a62,0.9264067340462946,0.45182368011709195,1.3782304141633865,success
97,44e72ee1-8a86-4ffd-8aca-07ceafe5a474,1.061410929330546,0.467115284965476,1.528526214296022,success
98,8bba99d5-9522-404d-8c7c-f9c527c491bd,1.0729964379379524,0.466548300492148,1.5395447384301004,success
99,e0ec3c4c-a1d6-4cbc-8c5c-3ed0b7a0f7eb,1.1065466514243516,0.5054270548229853,1.611973706247337,success
100,8a0bd2de-3c21-4148-b402-efebe0043e63,1.0046732264445135,0.4430760178796075,1.4477492443241209,success
101,bc2a0ee6-c1d0-4437-bf7c-9c3184bef73f,1.0729635090886285,0.5226304421537977,1.5955939512424262,success
102,ced08f31-8bee-4e63-96d4-cdb059f6ab5c,1.0560651416900613,0.46774192571282874,1.52380706740289,success
103,61c91192-9f3f-4836-8619-c4a50808f7b6,0.6774636722144555,0.4279879329042962,1.1054516051187517,success
104,5a63723b-d247-4738-8b0e-5130a06e53d0,1.0373169070395902,0.44762175091558626,1.4849386579551764,success
105,cf246b70-a191-4b99-bd9b-0847ce01744b,1.0369971641521871,0.5192314678326767,1.556228631984864,success
106,56451304-05fb-48e6-a226-ce4c2bbd1de3,1.0426513731888385,0.6006366504649686,1.643288023653807,success
107,517c3f17-e084-4ef0-a79f-a7ee9183f4b9,0.8699965561764116,0.43243959894105716,1.3024361551174688,success
108,decddea8-7eee-4ca3-9344-5b6f201057b3,1.0505882903286357,0.5869799648786472,1.6375682552072828,success
109,bb19470e-967e-4dcd-970d-4fd3588246f3,1.0971942596513313,0.43819566869069443,1.5353899283420258,success
110,0cbe4677-2659-4e7f-993b-222b31ebcb86,0.9958232385534204,0.48659326597689484,1.4824165045303153,success
111,2811e6fa-3ff3-42bc-a3cf-bcc61a8cf0fd,5.070272906163243,0.5542285441918428,5.624501450355086,success
112,bcd48064-47e5-45b2-86b0-cf53533c584a,1.0385612416263548,0.5343855725405725,1.5729468141669272,success
113,b59dad1a-4440-453a-b36a-9efd6e49a282,1.0767653186830255,0.4637759230605124,1.5405412417435378,success
114,7586d345-a4e0-455e-aaf8-ee04edab6bdd,1.180512723698139,0.6130027334157598,1.793515457113899,success
115,551d8cf4-45f3-4211-bff9-bac1f9870ec6,1.0576047882859025,0.5093194250899207,1.5669242133758232,success
116,d0e19177-de83-4147-ad9f-8c5e3a0aeedd,,,,failed
117,ad84fa96-1a1d-4b08-906a-64405d8b14c4,1.1036202083391775,0.5358596597473189,1.6394798680864964,success
118,8209442c-5fed-4dc0-ad42-c083465e58eb,0.839061434974538,0.3601294632738913,1.1991908982484292,success
119,50d45172-6479-4d31-9ef6-bea791278606,0.9275219003611762,0.47856126526549575,1.406083165626672,success
120,bfcf29cb-db74-40a1-9d27-911985c3f28f,,,,failed
121,a3e0413e-4e1b-4f07-930b-690692b49c03,,,,failed
122,82d46018-8a24-4bb2-92b6-b4626d334344,,,,failed
123,56faa977-e163-444a-9156-e2fa4f7fe338,,,,failed
124,a20c37f0-5b38-4a7c-bee3-d0d3d116c9e0,,,,failed
125,81c548b0-7ef9-4ff0-b4e6-8977a3bb8ae4,,,,failed
126,12720234-74cc-4a1a-9cdc-cad646138159,,,,failed
127,6791de91-caa6-4665-b50a-a0fcbadffcab,1.4235919811660198,0.5447168580772387,1.9683088392432584,success
128,74579cb8-62f3-4d9e-8f66-6ca76a8ff53a,1.4896179915335395,0.5252176792882673,2.0148356708218067,success
129,8d373b7d-c3a9-4148-8bcd-46021e36cb01,1.3144216873881516,0.5233207361732494,1.837742423561401,success
130,da8a1479-69d0-45be-b579-65c7a1dfa21b,,,,failed
131,ea0d2ca6-8818-45f8-b5e3-04858133284a,1.3913862417705944,0.4947950946754188,1.8861813364460134,success
132,86790201-b18a-4f73-907d-61e0d3d0c114,,,,failed
133,c0c257a6-ec89-4274-8d2a-38b479f2eece,1.4663489798256897,0.476349700860455,1.9426986806861448,success
134,defeadd7-5618-448a-bc01-6cf057fbe1ac,,,,failed
135,0ec4dd81-7487-4689-96b9-b0f646a2047d,1.30380914006089,0.487639455594871,1.791448595655761,success
136,ab43267e-6f46-4c9a-bc6a-ba6240fcb2fb,1.1896452295089104,0.4205781013081992,1.6102233308171097,success
137,be0d7554-70c4-4a1f-a312-eea5e9ae1e45,,,,failed
138,23709b8a-dfbe-4f00-b9a7-644344ee10e2,,,,failed
139,f9b8246e-8b80-4955-9560-ada457bad27c,1.262723156914669,0.4187192286701557,1.6814423855848248,success
