,uuid,status,sphere_diameter,sphere_pdi
0,770a433d-0480-4cee-bf12-ce066c24db55,successful_fit,47.47416096827294,0.5911719746635262
1,fed3ab35-04e9-4916-8527-8627191a3bdc,successful_fit,107.45964297412084,0.13238281775803734
2,4ab46dcc-3395-4e7b-bb87-52e805e12abb,failed_fit,,
3,23850c30-c572-41ad-abf0-7e1bd4fa7397,failed_fit,,
4,96ef6012-d812-4975-8b77-8ed7e78669fb,successful_fit,67.30737531011968,0.5676664442118949
5,d03dab18-5712-44f7-9334-14047212632e,failed,,
6,a180d359-a229-4b3e-a615-2991fd549f42,successful_fit,100.92297684631657,0.7229702453654127
7,ef17f542-90a3-44a8-a6b8-acb920953fab,failed_fit,,
8,e0368e49-ecc3-4ebf-9a19-4e942c829517,successful_fit,102.91954498579624,0.7492563216860753
9,4d5fd07b-987b-49df-b4ba-54d2a337d945,failed,,
10,6b50a94f-b7f2-402e-a210-e89f507b8861,successful_fit,77.33928268775806,0.6309382416635361
11,657e707f-abc9-4f86-ae1e-9e59efb6e1f9,failed,,
12,0e6edb88-77c3-4984-a38d-198341bba9e1,successful_fit,93.46348897106233,0.7179995156180334
13,32ec16b1-c5b5-4d8b-b396-cd1ad4b740d9,successful_fit,55.53847459085036,0.49037555511882003
14,a4d8a8f6-2654-490f-b14a-02d3fb1f94b2,successful_fit,95.59481487010206,0.720053195872806
15,3584700a-8b01-4e59-a53a-1300fd3fac0a,failed_fit,,
16,fa1dfc55-e5e0-4514-a66a-e29a5351518a,successful_fit,77.40994621753525,0.6343697517341421
17,68831f53-4a51-4f12-b385-10c50c8fab46,successful_fit,94.82855683181945,0.6952533253535425
18,4bec4e18-80bb-44d9-8508-cc464f14b287,failed_fit,,
19,41414be7-3e27-4b4d-b70e-e31d54a733d3,failed_fit,,
20,81f8f6c2-0e42-4680-bc11-c0be02bfd641,successful_fit,88.14508845059541,0.7058236092855514
21,47d95862-b511-4a42-b8b1-961b605f26a3,failed_fit,,
22,6abcfcc8-cf8d-4a5e-a92f-f3afd8023fbd,successful_fit,91.71148937858456,0.7046168438252012
23,89b8593e-8436-4dfb-8430-1367d273cbc2,successful_fit,118.81473834619983,0.2595049283713595
24,8559907a-1b27-4673-ae0e-602b83d86deb,successful_fit,25.853177111766307,0.2480709820614767
25,fe8e4a28-cb6b-4396-adc3-a51f49838d54,successful_fit,15.084977107415034,0.46516824669957024
26,b683d769-9cd7-454a-b546-4e86afe5e3f4,failed_fit,,
27,1c809d50-4605-4865-aa13-13649203ede8,successful_fit,87.70654542333608,0.691417535550259
28,f5e32498-0689-4e74-9a45-9c17edf776b9,successful_fit,78.44809465051871,0.9999999999992168
29,403cbac3-a2e0-44f0-aca4-9313b8775a4e,successful_fit,93.03930130817612,0.6909961258501751
30,a6974af8-5b2d-431a-94df-d35c0be3ee54,successful_fit,90.45085735458761,0.6966093137031056
31,289532b3-a4c8-4db7-93ff-9edc14d5d2c8,successful_fit,96.85225431216182,0.7255104343484149
32,1edc0740-a22f-4216-bd49-d80627b2fb63,successful_fit,150.10092408167174,0.30646657900976454
33,1e52819b-5c95-48c2-8f70-d460a28eff49,successful_fit,89.49361772427783,0.7014142161257277
34,0d339e3d-c04d-4f61-8cb0-2fd1f18006e9,failed_fit,,
35,a9ad98c9-82d7-4c69-851e-56ddb16bd5f5,successful_fit,102.52441709868972,0.7321574296427295
36,48117328-d486-4f9f-96ab-b0034fe30cd5,successful_fit,148.45172408364388,0.18409529218414825
37,c2755e87-75e2-48c6-b27a-739971d1775c,successful_fit,104.83519849776717,0.747535200682335
38,fedab157-3d87-4f8b-b09b-590c966aa0ba,failed_fit,,
39,f59733f7-c03c-4712-934e-fb6ea464b604,failed_fit,,
40,ecc20fb9-daca-4f65-97ce-f1329696f7ec,failed_fit,,
41,3ae01d8c-6757-4aa4-8701-a4f231f6a81c,successful_fit,99.8604250533009,0.7383733603914038
42,48c60f84-a45b-4017-9430-12b3234fdc0e,successful_fit,82.43245150577961,0.6612752481908926
43,2a0a2e87-67a7-401a-943d-423159a4a939,successful_fit,93.5950843223125,0.6992177311416425
44,43cd6089-f940-463f-bd40-a1f2bf168f67,failed_fit,,
45,9b9c349b-8f9d-4f0c-829c-fa99e67e90fb,failed_fit,,
46,ff3ac045-3c39-4fb0-b2c9-bf69d7600548,failed,,
47,5452fa4a-b64c-46d7-ace2-bf1b31afc3b3,failed,,
48,9aed2e5c-7127-46bd-8331-51407d127d8f,failed_fit,,
49,5edc0763-1f2c-44f2-bf68-db785ae258b0,failed_fit,,
50,320cdd85-691d-48fb-9eac-d27b2fc5e5f5,successful_fit,98.10238658342762,0.4203160117337126
51,bf04b495-3291-4508-a497-e6d96dc52362,successful_fit,127.18605988013242,0.38114688867057267
52,649ddf37-37fe-4a30-896b-010286133a28,failed,,
53,5175dc78-a900-486e-8b14-6b0441555fe2,successful_fit,85.9259268509583,0.6744191774130518
54,2a988138-57f5-40bf-851c-3df09f642f05,successful_fit,105.1904711237983,0.7892212264284224
55,9694a191-11f7-482c-bb4c-e119489126a4,successful_fit,97.18573019986438,0.7181814424774056
56,a9d67fc5-2e59-4f51-a904-9cac957c9e73,successful_fit,77.68417925717645,0.3751200170027014
57,2027f32f-4921-4edd-95bb-849ab8220e8c,successful_fit,94.61465598973612,0.7127626265277962
58,f5458994-6b3e-4176-9427-7cef2bb6c7d5,successful_fit,146.47715974472558,0.25886038441732195
59,5d67ff81-9548-4a2f-9496-5d3c3c25b3eb,successful_fit,68.08122949962001,0.5816527690582165
60,f4b66637-2c73-4d0b-83ba-3f7e3b3f3c06,failed_fit,,
61,56898b1b-5aed-4595-ade6-5b73d45a7808,successful_fit,89.39168144937014,0.6850354589823258
62,f2e85141-9985-49ff-a6bc-17e2ecbcdc8b,failed,,
63,7c4bcab3-4ce3-4a28-92b1-4f8a04c76603,failed_fit,,
64,38d80e08-5bd4-4e0e-9d11-a60d55148590,successful_fit,78.90371617418946,0.999999999999828
65,8573b7f6-c239-4d33-aa19-58f59c7d0499,successful_fit,52.84501872086366,0.5352511541834839
66,b702c675-432e-4034-b542-ef01ad2fd4ff,successful_fit,104.19400793483146,0.7740117939926632
67,4b2d55e4-a4ec-419a-aade-a8645321f66a,successful_fit,99.27520214639075,0.7406014008685258
68,4b56c2d8-0a77-4566-b8fe-51e66454dd75,successful_fit,105.82832290618663,0.10131040989883702
69,89639692-ddbf-413e-a0c4-bf75456e2877,failed_fit,,
70,c9f1b338-8d5c-491e-ac9c-cab3df47c1e5,failed_fit,,
71,ba91b97c-6a58-431f-99ae-091ae1a16bc8,successful_fit,13.547260036060436,0.3172016060575576
72,3a3f06cf-6324-44c0-9fbe-cbe35289073b,successful_fit,98.54396630308023,0.7180069921607852
73,fe183495-7f7b-4949-bc1b-6c7d1ea634b7,successful_fit,103.99382229616872,0.7692236465081312
74,22fc6d75-43ef-41aa-993b-b76a84f4c5af,failed_fit,,
75,a6ee3a08-02cd-4703-9d6c-3721dad590c8,successful_fit,129.5222636162463,0.10613257591888339
76,3b660550-7e2e-4815-ba89-ac39039b2f38,successful_fit,95.00305098902253,0.7101345038619957
77,f180c1df-360c-45fe-9547-101530b6135a,successful_fit,21.962087368587635,0.5299498969153918
78,eb5c038c-56ff-4457-93db-9b9702e3ff43,failed_fit,,
79,83d8158b-ea97-4925-af7c-8fa89acc9319,failed_fit,,
80,130093e4-2947-4d37-b73a-ed4c23442ab8,successful_fit,115.35652431582112,0.15713816814306508
81,6411e428-3416-4aad-a246-f50fe8f3fb4b,failed_fit,,
82,86a7ac96-49f1-4da4-b518-37e4ab31a099,failed_fit,,
83,e34d9838-8677-405f-b825-5068facac35e,successful_fit,101.19115605344939,0.7669800980444281
84,852b1fcf-ea63-4436-bd20-9ebf44baf999,successful_fit,93.30838065517084,0.14326397437572444
85,a3f7d49b-cc77-4468-aae0-ad451027ddc0,successful_fit,60.62926781199708,0.5381262813404041
86,8f7962c4-620f-42e2-812b-2b161525c034,successful_fit,94.37046889982562,0.7130757385439952
87,70246cb4-9be2-45b9-8704-bb3f4ea585c5,successful_fit,101.52842302590034,0.7273760603541283
88,ad3d2a7d-b678-43a0-b803-1cc079e32935,successful_fit,102.139183212025,0.7422327745065036
89,01cddefc-e6a6-41aa-9052-06286b12b8fe,successful_fit,107.25375388836446,0.1095791273801741
90,b8953350-d5ad-4c99-b929-ebfe8febd0df,successful_fit,83.28994533786133,0.665405156309716
91,328c652f-9166-4c49-ad89-6445d14b89f3,successful_fit,81.44719508709433,0.6504363505348154
92,f69628da-ff56-4f3a-ba2e-816036b87557,successful_fit,58.035492604634804,0.5856665971147663
93,96f2819c-ff4b-467a-a599-1d2a0c792f5f,successful_fit,80.89006257239991,0.9999999999998971
94,4ccc9a11-4c0b-48a4-848e-edcdd5c8da69,successful_fit,17.256083225093487,0.33961294302013945
95,cb613f37-04cf-4232-aa8f-9a57445e5eee,successful_fit,78.04727739505127,0.9999999999999896
96,759bc1ef-f128-4db0-afec-489804bd5a62,successful_fit,77.78954570065314,0.9999999999999591
97,44e72ee1-8a86-4ffd-8aca-07ceafe5a474,successful_fit,98.28283457904271,0.7365443703924563
98,8bba99d5-9522-404d-8c7c-f9c527c491bd,successful_fit,203.38955760537414,0.3348320065904281
99,e0ec3c4c-a1d6-4cbc-8c5c-3ed0b7a0f7eb,successful_fit,104.84021722804698,0.7390384365283137
100,8a0bd2de-3c21-4148-b402-efebe0043e63,successful_fit,103.61713837296925,0.7513424362134404
101,bc2a0ee6-c1d0-4437-bf7c-9c3184bef73f,successful_fit,88.63296745743381,0.6902121721355665
102,ced08f31-8bee-4e63-96d4-cdb059f6ab5c,successful_fit,99.50849639380635,0.7416479936430522
103,61c91192-9f3f-4836-8619-c4a50808f7b6,failed_fit,,
104,5a63723b-d247-4738-8b0e-5130a06e53d0,successful_fit,102.8737948130429,0.7546825854237568
105,cf246b70-a191-4b99-bd9b-0847ce01744b,successful_fit,94.394397582781,0.6978904831858922
106,56451304-05fb-48e6-a226-ce4c2bbd1de3,successful_fit,90.60326357588897,0.7010760605812063
107,517c3f17-e084-4ef0-a79f-a7ee9183f4b9,successful_fit,89.28146531901204,0.6812193856631001
108,decddea8-7eee-4ca3-9344-5b6f201057b3,successful_fit,99.49263143902614,0.715564210303542
109,bb19470e-967e-4dcd-970d-4fd3588246f3,failed_fit,,
110,0cbe4677-2659-4e7f-993b-222b31ebcb86,successful_fit,95.04488675001416,0.7082125164210544
111,2811e6fa-3ff3-42bc-a3cf-bcc61a8cf0fd,successful_fit,89.27049938790609,0.6774839844589796
112,bcd48064-47e5-45b2-86b0-cf53533c584a,successful_fit,196.4085669086741,0.3265952998002998
113,b59dad1a-4440-453a-b36a-9efd6e49a282,successful_fit,97.63118149811115,0.7138130795755702
114,7586d345-a4e0-455e-aaf8-ee04edab6bdd,successful_fit,87.6927956725134,0.6896493494288518
115,551d8cf4-45f3-4211-bff9-bac1f9870ec6,successful_fit,80.83164491213364,0.9999999999928587
116,d0e19177-de83-4147-ad9f-8c5e3a0aeedd,failed,,
117,ad84fa96-1a1d-4b08-906a-64405d8b14c4,successful_fit,97.41789135986372,0.7118403025012077
118,8209442c-5fed-4dc0-ad42-c083465e58eb,successful_fit,178.015346083908,0.12074794646365816
119,50d45172-6479-4d31-9ef6-bea791278606,failed_fit,,
120,bfcf29cb-db74-40a1-9d27-911985c3f28f,failed,,
121,a3e0413e-4e1b-4f07-930b-690692b49c03,successful_fit,12.754252207929918,0.311062360537076
122,82d46018-8a24-4bb2-92b6-b4626d334344,successful_fit,11.640084887098286,0.4077232000984007
123,56faa977-e163-444a-9156-e2fa4f7fe338,failed_fit,,
124,a20c37f0-5b38-4a7c-bee3-d0d3d116c9e0,failed,,
125,81c548b0-7ef9-4ff0-b4e6-8977a3bb8ae4,successful_fit,16.34199314681145,0.43741517485246506
126,12720234-74cc-4a1a-9cdc-cad646138159,failed,,
127,6791de91-caa6-4665-b50a-a0fcbadffcab,successful_fit,15.817810888422509,0.3380464798996249
128,74579cb8-62f3-4d9e-8f66-6ca76a8ff53a,successful_fit,12.49367845017792,0.42189608344559826
129,8d373b7d-c3a9-4148-8bcd-46021e36cb01,successful_fit,25.541071988694494,0.18384302259047985
130,da8a1479-69d0-45be-b579-65c7a1dfa21b,failed_fit,,
131,ea0d2ca6-8818-45f8-b5e3-04858133284a,successful_fit,16.62740018472764,0.3488619796629761
132,86790201-b18a-4f73-907d-61e0d3d0c114,successful_fit,11.775518493655861,0.4131955970477913
133,c0c257a6-ec89-4274-8d2a-38b479f2eece,successful_fit,12.672379070140403,0.4269510054963782
134,defeadd7-5618-448a-bc01-6cf057fbe1ac,failed_fit,,
135,0ec4dd81-7487-4689-96b9-b0f646a2047d,successful_fit,10.207922098202662,0.999999999995099
136,ab43267e-6f46-4c9a-bc6a-ba6240fcb2fb,successful_fit,16.79795980841866,0.9999999999920164
137,be0d7554-70c4-4a1f-a312-eea5e9ae1e45,successful_fit,10.849522523905565,0.40288492338873017
138,23709b8a-dfbe-4f00-b9a7-644344ee10e2,successful_fit,12.251273482194964,0.301541199774468
139,f9b8246e-8b80-4955-9560-ada457bad27c,successful_fit,26.261794197601887,0.41247492770215766
140,0799ec06-5d0f-4589-a10c-b9a98c310f5c,successful_fit,248.65519041967144,0.17227388231991447
141,3f24b844-1e01-4b2d-976d-9083d8131fe3,failed_fit,,
142,3988b456-0f05-4af3-af65-7da9eab0ee6c,failed,,
143,21d4f4ac-db02-41f9-b1ad-00c2e61fc894,successful_fit,81.66474483384611,0.1382268096047345
144,7371d32e-f23b-42a1-93d2-565008fc710f,successful_fit,37.114698836251264,0.19410405974661404
145,13a21dba-b25c-4ec6-945b-e13b30d2d50f,failed_fit,,
146,1af462f0-d499-436c-bf10-135830a958c5,successful_fit,30.76827824616884,0.18895467188027218
147,3af12ee2-596f-48b6-8c5b-565269a55562,failed_fit,,
148,9cabbf21-c7c6-4d8c-b88f-27e18a59fa8d,successful_fit,23.253695533823368,0.24813760074797714
149,c1a8b4e0-1bd4-4ea2-9cb4-f3a5e09fb320,failed_fit,,
150,02bb1532-f5b4-4970-a885-68b4b420114e,successful_fit,17.10185278718812,0.3242067413858767
151,5f681f1c-0c9a-4fe9-822f-9b8173449c11,successful_fit,13.32599501464004,0.31242789962785006
152,37300e48-9860-4742-8c2b-0ca12c5d51d1,failed_fit,,
153,131f3c99-0c3f-430d-880c-effef7248f1f,failed_fit,,
154,9184744f-b57b-466e-ac26-2628b429fdda,failed_fit,,
155,d027691b-6a39-43f7-8527-56dd93433485,failed_fit,,
156,1e26acd9-0b68-4941-96c0-f56653643d27,successful_fit,14.600306505811625,0.3119936282131036
157,d298bae0-5f86-4a29-b399-111644195748,successful_fit,48.085947901656354,0.12504758932308047
158,4d0ecb5c-939e-4cf3-ad18-c4651703d936,failed_fit,,
159,29583b9e-3026-4b38-b781-e1b63ff2fa04,failed_fit,,
160,a6621988-f817-478a-9202-f2eda1c99aef,failed_fit,,
161,ee49095a-c041-4633-b695-6863ffcee3fa,successful_fit,98.4097239603783,0.737377872928443
162,61d40454-5d5c-4663-a704-f6f59478e7b9,successful_fit,92.36593853966896,0.693669889179854
163,46a44e80-dbc4-4e33-906e-dcfc99b242f2,successful_fit,84.98458825614645,0.647116850309277
164,c8a04429-83dd-4779-a587-8e58a018413f,failed_fit,,
165,a53538a9-2e62-41df-ab0b-de034c8bd0aa,successful_fit,82.66821429825923,0.09136537516776942
166,0b01d93a-fb4d-400b-aff8-0a7d907a56c8,successful_fit,90.8154207174678,0.13466639047477985
167,d8a17275-4162-4633-bb9d-09d514ab7cb9,successful_fit,85.88363182067312,0.08717249174171117
168,9f62f2c7-89e5-4122-8d6c-f876026d5975,failed_fit,,
169,e7968010-0689-42a7-8797-2a3e9b7ae66c,failed_fit,,
170,ff80ecc0-2e1e-4fbd-ae0a-edeb9a9ff1dd,failed_fit,,
171,97eb1065-a266-4bf0-8d3d-70c6c45e135d,failed_fit,,
172,7f042b90-a311-4af9-bb43-69e8c874b62c,successful_fit,76.26774283108234,0.11388260362625585
173,23754685-93a7-40a9-aefd-34d561daf1a9,failed_fit,,
174,80a0d61f-b6eb-4ce7-87e3-fa6ae0e37e4c,successful_fit,177.766369188105,0.2204428567024183
175,fd6bad8e-aedb-430a-a5bd-e667c317cbb5,successful_fit,11.472663405466655,0.2789204277593458
176,4cc6ca70-fd71-4099-a5dc-4f04f5a0558e,successful_fit,93.70195683976908,0.7002309519191909
177,9d522d04-006c-4226-847e-27f987ea389d,successful_fit,81.88345742365784,0.6385936463265807
178,326de561-5b2e-46d0-a192-b9bff6174040,successful_fit,69.81097986798133,0.9999999999997142
179,1a084599-bbe6-4de7-89ef-9791617c5e9f,successful_fit,81.63335974369363,0.07804970838385421
180,f0a886af-f326-4c5f-ba18-ac69dd3177b9,successful_fit,60.918861185743495,0.16071787376044525
181,ff983e1b-2a80-4131-ac10-7f8fdef11fec,successful_fit,100.93546293744544,0.7474170781599251
182,5807e74f-9d51-4612-840f-1e9e913af112,successful_fit,153.65008673883213,0.1399734388596851
183,fde8e8a8-dbf8-4c34-96d0-07d004f97c02,successful_fit,108.31265041767351,0.20497116251168182
184,1c6baba0-ebdd-4e85-982c-5f83fe191312,successful_fit,82.59820093168392,0.6463063334412127
185,cbb3d083-994b-4677-b507-3cdc98c3861b,successful_fit,86.83752982626486,0.6788729402128091
186,bdbab155-503c-455f-a133-8cd6be1edaff,successful_fit,106.69120369543502,0.17651977871247845
187,38190afc-ea48-4c3b-8c2e-edd9cab5abf9,successful_fit,102.14308235076355,0.7337252296329639
188,1468528a-c926-4cdf-8982-dc31a2cc397b,successful_fit,94.19977618573189,0.7179200102250328
189,08189d6c-3d71-412d-bdd8-9aec48c0b3a7,successful_fit,85.27866671504907,0.6806397903713729
190,1ac99397-b138-4836-a940-50a40a1ae83c,successful_fit,71.40698241041177,0.10453355304180573
191,f25a70f2-6079-4953-8b41-51b60e129fe1,successful_fit,205.41147556444494,0.32170672040287507
192,51c0142b-f0e3-4fe5-8733-f22fc5bc5b10,successful_fit,28.92587645122598,0.41012298302464295
193,ba69b584-1afd-4436-b67b-41028e68893b,successful_fit,109.74064854003052,0.4357532810267776
194,81c188d3-242b-4913-b293-cf022d523bf1,successful_fit,105.27189915653298,0.7691686473290006
195,52812388-4002-435e-a8df-fc39c962903f,successful_fit,110.69314884637815,0.2095753989622262
196,f9c5e673-ef4c-4e1e-832d-307ab7bd2d99,successful_fit,84.37110378346358,0.2858229379656186
197,bdbbf131-7db4-4768-846e-2de75e623ef2,successful_fit,95.61834928203129,0.710525312891416
198,f0f8a098-6c89-409b-8fe3-ffd4b4f106a8,failed_fit,,
199,2e8bb17e-1309-48a3-b163-fc3b9d98c2ce,failed_fit,,
